uri,cid,author_did,author_handle,created_at,text,link
at://did:plc:7dxrq6b7es7ijahjwdm7icrp/app.bsky.feed.post/3m625ahajsc2a,bafyreigedwbk45vparpw37a5e7pnq5i27o577v6zo3wwc4idq27fwfuhgm,did:plc:7dxrq6b7es7ijahjwdm7icrp,gaildrakes.bsky.social,2025-11-20T06:28:07.350Z,"Okay, I was FREAKED OUT by just the IDEA of this! I legit was gonna respond by telling you to leave that YouTube channel and never look back (and send her help)!

BUT, looking at the thumbnail, I wonder if that was just for privacy/for that video.

Because people def read/interpret bookshelves!",https://bsky.app/profile/
at://did:plc:l53i4yqnwjw653asmxs65mo2/app.bsky.feed.post/3m6255z5d6s2c,bafyreidpet3lhx3jul2oahcb5mt6nqysvjr57lxoo22k5fnb36zzv53ary,did:plc:l53i4yqnwjw653asmxs65mo2,bye2musk.bsky.social,2025-11-20T06:26:45.456Z,"Ju
St don’t take your Governor with you if you leave. We don’t want him and his wife",https://bsky.app/profile/
at://did:plc:eum4id4wjn2azigo527ota66/app.bsky.feed.post/3m624tmv2rc26,bafyreicfhjcrrjnszmgf5yviib2vqan6tmwcfaqwe4akocl4bhuvzkdwpm,did:plc:eum4id4wjn2azigo527ota66,cynplushie.bsky.social,2025-11-20T06:20:57.056Z,"(say shit however you want im not your real mom)
i know i should be fine with vent posts
but
man
i dont know
im trying to figure out what it is thats wrong with me
i genuinely have no clue
fuck
sorry
sorry i cant get my shit together
i can leave if yall would like
just tell me
or dont
your choice <3",https://bsky.app/profile/
at://did:plc:wxqexurczwly6jhxgrlkxryo/app.bsky.feed.post/3m624n4vja22u,bafyreichbq2t5ixqmamgvnaj6hhwdfrrq42nnnb4e5g3ry2rs4artryrc4,did:plc:wxqexurczwly6jhxgrlkxryo,tahgaming.bsky.social,2025-11-20T06:17:18.968Z,"Twitter has proven that bartenders punching Nazis to make them leave were right.

If you let one in and tolerate it the other scum come flowing in like shit from a pipe",https://bsky.app/profile/
at://did:plc:gl3kqyxptbcenf47767ctbi3/app.bsky.feed.post/3m624lofuqc2z,bafyreigb2hrztcaksqxrlljyl2fp6pnamczoqqvqjk4bma3wy6627vzsia,did:plc:gl3kqyxptbcenf47767ctbi3,obijuan77.bsky.social,2025-11-20T06:16:30.221Z,This was the first movie I ever went to and they said if you leave you could lose your seat. It was that packed.,https://bsky.app/profile/
at://did:plc:6eqdz2qmtn5gm6d45apfhfni/app.bsky.feed.post/3m624cfmxek2p,bafyreicpphmeqveuucsfb2zl2ch3f62gbt4o5lf2n2w3knlu5nczj2f5gu,did:plc:6eqdz2qmtn5gm6d45apfhfni,kinkygerman.bsky.social,2025-11-20T06:11:19.027Z,"Isn’t that part of making a Dom/sub relationship work? Set expectations just like you set limits. 
Shouldn’t a sub enjoy a scene just like a Dom does? 
Even if a sub has to leave details and plot twists at the Dom‘s discretion, they are more than welcome to make humble suggestions. 
Just my 2 cents…",https://bsky.app/profile/
at://did:plc:vuth6y4tygrr47nwmamcyduw/app.bsky.feed.post/3m624rmis2l2f,bafyreia5ykc35lq3ekbbw6phbjawufgobf3rzesaf22axkbaa2pu6ljbye,did:plc:vuth6y4tygrr47nwmamcyduw,adventuresquirrel.bsky.social,2025-11-20T06:19:49.369Z,"focusing a shot on one of the bridge planks starting to break. Start it off as slow so that once the character I've chosen to put in the scenario ends up slipping through, it can be incredibly intense, dramatic, and even somewhat poignant if you read deeper into the visuals. (5/18)",https://bsky.app/profile/
at://did:plc:z2j7pldwq4kt4gzd7jbtofob/app.bsky.feed.post/3m624iforf22p,bafyreih2mznhwmeimapsv3kbm3hrwsxpnskf5v2ysakwmbcboh4lbyinoe,did:plc:z2j7pldwq4kt4gzd7jbtofob,energydragons.bsky.social,2025-11-20T06:14:40.412Z,BeamNG drive is one of those games you can break so badly it breaks multiplayers kind of like how if you break a server and Roblox you can end up bringing down the entire site on accident if you have like a million people join an instance at once.,https://bsky.app/profile/
at://did:plc:nz5jgsyt34kqpwusee43fug2/app.bsky.feed.post/3m6245p6zhs2e,bafyreidz5owaqzct5rr7gi65tggd2w35ijdhdltkziy4tv4qxuhgloxile,did:plc:nz5jgsyt34kqpwusee43fug2,threepennyoperator.bsky.social,2025-11-20T06:08:41.282Z,"Straight up
What did you hope to learn about here?
If I was someone else
Would this all fall apart?
Strange, where were you
When we started this gig?
I wish the real world
Would just stop hassling me
Please don't change
Please don't break
Cause the only thing
That seems to work at all is you",https://bsky.app/profile/
at://did:plc:g3vo3nc5wmuuc3cxwnljzocl/app.bsky.feed.post/3m5zzuqv6g22z,bafyreieuaw5t2wi64muqgaysxucddwr5nmnkr22zhkg2i5bo5z7hnaqecy,did:plc:g3vo3nc5wmuuc3cxwnljzocl,apoapsis.bsky.social,2025-11-20T05:27:53.584Z,"Theoretically you could make up for this if you did May Dip (run into the North Sea naked at the break of dawn on the first of May) but I didn’t fancy running into fucking North Sea naked, so avoiding a marked set of cobbles seemed the better plan on my part",https://bsky.app/profile/
at://did:plc:vcyk7o2j24tpmrpnfj7wryrn/app.bsky.feed.post/3m5zyl6ocrc25,bafyreiggflhhjvdktby2n6hr4d2ipnwlx6aepdvj7driplikhv4ucetqhi,did:plc:vcyk7o2j24tpmrpnfj7wryrn,maureenn.bsky.social,2025-11-20T05:04:38.753Z,"A reporter should ask Karoline Leavitt, ""Hey, how are you holding up these days?  It must be so hard for you to do this, day after day, saying the lies and deflection with such sincerity""

I wonder if she would just break down in tears if someone gave her a chance to let her guard down",https://bsky.app/profile/
at://did:plc:5torrpxh54ngtx7mfukjh2af/app.bsky.feed.post/3m5zq5pynoc2o,bafyreiefcvxfckcogs6icjxtllxdtlxtxszygr2sh7mihhewkv6wliqc2q,did:plc:5torrpxh54ngtx7mfukjh2af,erikbball3.bsky.social,2025-11-20T02:33:57.221Z,Kings had two straight fast break possessions with numbers and turned it over both times. Effort doesn't matter if you just absolutely screw up the basics.,https://bsky.app/profile/
at://did:plc:ugoqqhqhitgjtd5fhlan6oez/app.bsky.feed.post/3m5zpefnisc25,bafyreiei77sfqg4cal2qkzckf55gsjo6qdx6qu7yvxpprqncwsvdyrwybm,did:plc:ugoqqhqhitgjtd5fhlan6oez,bananapantz.bsky.social,2025-11-20T02:19:47.499Z,My big Old Man Trump take is that he wears absolutely enormous 1980s shoulder pads. If you see him in golf t-shirts and stuff his shoulders fall all the way off. They look terrible. You can see in this video when he does the accordion where his shoulders break like halfway up his arms.,https://bsky.app/profile/
at://did:plc:vhd3epq57oz2otvscuswavnv/app.bsky.feed.post/3m625aptmjs2y,bafyreihass7g6pgaik4bhjsgfr56dqbdmz4v4cl62azdz2okmkf4hsjhnq,did:plc:vhd3epq57oz2otvscuswavnv,cheesecake-the-pup.bsky.social,2025-11-20T06:28:16.364Z,in mathematics again </3 kms,https://bsky.app/profile/
at://did:plc:5cegiux7yghfewcseybw2blh/app.bsky.feed.post/3m624fnutg42m,bafyreigkg3uuzvifohm32prypfuvbprhfwo5vklv6bfaby7xk7xz37gtxe,did:plc:5cegiux7yghfewcseybw2blh,uselesshusk.bsky.social,2025-11-20T06:13:08.337Z,it hurts... seeing u both with them hurts so bad... even tho i said it was fine it just hurts sm but i cant just make you chose id rather kms or leave first then put that burden on anyone.. but its just.. so painful to think the day will come where ill need either of you and youll chose the person,https://bsky.app/profile/
at://did:plc:isuedyr4prhzdl623zljnphb/app.bsky.feed.post/3m622fb6g6s2r,bafyreibp2bs3lhakigbnawbmneazsl4w36fx45bfulvvct3udrvjvonemi,did:plc:isuedyr4prhzdl623zljnphb,pollyanna-ish666.bsky.social,2025-11-20T05:37:07.536Z,today was a good day until earlier after rehearsal i started feeling bad and now i want to die and i hate my name and i hate being a girl and i hate my mom and i'm probably gonna kms,https://bsky.app/profile/
at://did:plc:nomvtuwopc5ch5xt3xk4dy6u/app.bsky.feed.post/3m5zzgnmtls2t,bafyreialxvppb4nmu4znhbpw5wi3v7ywxwy2avcjvcvkkhlz3tq2fbhz64,did:plc:nomvtuwopc5ch5xt3xk4dy6u,veixn.bsky.social,2025-11-20T05:20:00.402Z,"I genuinely don’t have the motivation to do anything anymore, even attempting to kms seems like a bother.i judt want to rot until i drop dead",https://bsky.app/profile/
at://did:plc:ob457eo7v5f2wwffy4bz3eo4/app.bsky.feed.post/3m5zx7sknwj2i,bafyreidtqkbsmgmdut4lgwtcnt7ydbomn4ruo7ik5q3c6amacbgpylemfi,did:plc:ob457eo7v5f2wwffy4bz3eo4,heraldo.es,2025-11-20T04:40:22+00:00,"El rey Felipe VI visita por primera vez el Archivo Histórico de la Armada, un legado único de 14 kms heral.do/5kk3q2",https://bsky.app/profile/
at://did:plc:rhbig4vkrxmpgylex5qt55c5/app.bsky.feed.post/3m5zwugkksc2z,bafyreifsre4va6b5h7ifxs6asbc3uegiht7dawzn5tyylktcup7x6jnd7u,did:plc:rhbig4vkrxmpgylex5qt55c5,bigbitchours.bsky.social,2025-11-20T04:34:01.526Z,That's unintentionally perfect im gonna kms,https://bsky.app/profile/
at://did:plc:v5gip5z6b4hqlwui3p5rijz7/app.bsky.feed.post/3m5ztfgd6gc2w,bafyreidgrjsfe2fedyzeoaptuvagvegjvnznpwp2iaiubti64pzm7m27be,did:plc:v5gip5z6b4hqlwui3p5rijz7,caremitthefrog.bsky.social,2025-11-20T03:31:56.742Z,i could never be a ceo i’d wanna kms,https://bsky.app/profile/
at://did:plc:j33l5pgvwgztrbfryhedfgu5/app.bsky.feed.post/3m622qhmuus2n,bafyreih6xea32bahjjq5k6tmvvogkitondfmalvqyt53jehpu2b333sj3e,did:plc:j33l5pgvwgztrbfryhedfgu5,bongrot.bsky.social,2025-11-20T05:43:23.400Z,Like the switch that flipped before his song even finished and went actually you should kys,https://bsky.app/profile/
at://did:plc:6fdwwl4eidilwkjhml4p6ehi/app.bsky.feed.post/3m5zzi53ahk2p,bafyreib6xakcyzrrtwbd7nt7azcxuec455qa4ctjeiayuqctzeqfts3qm4,did:plc:6fdwwl4eidilwkjhml4p6ehi,tylertylerims.bsky.social,2025-11-20T05:20:50.141Z,"58. Castlevania (1986)

7/10

Not bad for the first in the series. You can definitely see the improvements as the series progresses. Whoever invented the Medusa heads and the Fleamen, you should kys (keep yourself safe)",https://bsky.app/profile/
at://did:plc:qmkbvxwju6e63t4lblukowar/app.bsky.feed.post/3m5zp3q2xlk2p,bafyreiccuqffugi2ropuvvwdap4ec4d2zzgc3n4jzzdblwmsk2g5a3pqhm,did:plc:qmkbvxwju6e63t4lblukowar,arcliiight.bsky.social,2025-11-20T02:14:56.446Z,"OHMYGODDD I DID FIND IT 

NEVER KYS",https://bsky.app/profile/
at://did:plc:6d37uugnmj5xxw7p7jxrjdl2/app.bsky.feed.post/3m5zoa4pnus2m,bafyreier74ojjy7pr5opc2ummw5qrubzdqkdf7ppx5kp634srjfdgpymoe,did:plc:6d37uugnmj5xxw7p7jxrjdl2,lunaxo7.bsky.social,2025-11-20T01:59:30.184Z,aaaand no answer… like usual omfg kys,https://bsky.app/profile/
at://did:plc:flkossbw2hyxexg2arvi2tg5/app.bsky.feed.post/3m5znincubs2e,bafyreifuwfhq3b466lc2bnk3hnb3qzweuhbrd3btq2nhch2375f3cfthfy,did:plc:flkossbw2hyxexg2arvi2tg5,kobenimeal.bsky.social,2025-11-20T01:46:22.284Z,John seago kys,https://bsky.app/profile/
at://did:plc:q6lnjpaq7iy7jaw7fyqru2uc/app.bsky.feed.post/3m5zndgzvrk2m,bafyreihgsbcwaw7cqgtro3gcgnyfqa5sj2alrq4rmlyblfzttpjmcizgye,did:plc:q6lnjpaq7iy7jaw7fyqru2uc,lightspaceman.bsky.social,2025-11-20T01:43:27.926Z,"Look at it this way:
4chan- Why are you still talking to me ******?
Reddit- Well I for one believe that the tone and tenor of online conversation is complex and tends to fit the style of the site itself leading to..... 
X- Its not that deep bro kys🤑
Bsky- Fuck this, I'm getting the fuck out of here.",https://bsky.app/profile/
at://did:plc:cwww7s64pwpepej2ef6fwx35/app.bsky.feed.post/3m624urlxh22e,bafyreihxgczznrcntbsh36sjnquz3ukyglbvzvdatinwagdr6f7kj2c4tm,did:plc:cwww7s64pwpepej2ef6fwx35,mk-artichoke.bsky.social,2025-11-20T06:21:35.554Z,"cw: su*cide ideation

remembering how a customer was detailing how he aided/suffered through his wife's late-stage cancer and after she passed in their armchair, how he was contemplating ""accidentally"" merging into the oncoming lane to end it , until his doctor adjusted his antidepressants.",https://bsky.app/profile/
at://did:plc:235xoowgaqea6s2liojjrpdj/app.bsky.feed.post/3m5zvmhs3ps2p,bafyreihfhcubnj5ifj6hr3s25gjiefa7wztocvh3qg42yk5ahgyaq6s56i,did:plc:235xoowgaqea6s2liojjrpdj,d00kcan0e.bsky.social,2025-11-20T04:11:40.643Z,"it's to our detriment. it rarely has regard for its own well being because the comfort of others is more important.

A side of me that's hopeless, and made up its mind about what it wants for me (su*cide) and wants us to give up completely, because there is a certain security and clarity that comes-",https://bsky.app/profile/
at://did:plc:465y4rgp6pcwo6eijioezt2w/app.bsky.feed.post/3m5zjypen5k2b,bafyreihxgdougfadmr5sukx6utzffxr4dddsximxmi2njrmnkjs4cavfsq,did:plc:465y4rgp6pcwo6eijioezt2w,shanfiction.bsky.social,2025-11-20T00:43:46.330Z,"Shenandoah Mountains sketches + cabins + road trip ⛰️🌌

November 17-19, 2025",https://bsky.app/profile/
at://did:plc:ank7av4sf57ajijo4z3jvuec/app.bsky.feed.post/3m5ynailjdk2i,bafyreibgooclsp4ojad35hwpoh363cczqxdlqxw5dnb4nb5fopphmc7xnu,did:plc:ank7av4sf57ajijo4z3jvuec,wakingfeisty.bsky.social,2025-11-19T16:09:09.150Z,"Can we at least stop saying, “Epstein died by su!cide while in jail,” and say the more accurate, “Epstein was mysteriously left w/a belt while on ‘su!cide watch’ w/at least 3mins (or however many) scrubbed from the surveillance camera just before being ‘found?’”

Just for the sake of accuracy…",https://bsky.app/profile/
at://did:plc:w67i4t4znfimmm745waulgt7/app.bsky.feed.post/3m5x5hxyvws27,bafyreiczkpzylaw5mc3ja73cohy7gb3pogshhoxfwhl4hyza3jo2xgb6oy,did:plc:w67i4t4znfimmm745waulgt7,xenothecatboi.bsky.social,2025-11-19T01:54:20.590Z,"Forgot I had a video today!

What seems to be fantasy turns into reality when the search for Ransom ends up with.....a LiveLeak su!cide video??

We venture into more mysterious territory with this playthrough of #IMG_1697, by @rhettoeraven.bsky.social

#furry #FindRansom

youtu.be/6VTJ6eckuug?...",https://bsky.app/profile/
at://did:plc:xkclhcdeym7vxzby4m47qf5b/app.bsky.feed.post/3m5wly6apg22n,bafyreib3hl4rkmowrclk3vvp723ti45vqiuxxrnfxgs5wp47smq6vvbrrq,did:plc:xkclhcdeym7vxzby4m47qf5b,tropkickthunder.bsky.social,2025-11-18T20:41:16.655Z,The SNL surprise sketch except it’s a character fighting for their life to not say every depression/su*cide joke that comes to mind in social situations,https://bsky.app/profile/
at://did:plc:j765jihjrchorjueocxugc4v/app.bsky.feed.post/3m5ttdvans22j,bafyreicyqs3l4dtkci7zxzr35p4tzyplv37kpxteoemjclbs35jex4i2wq,did:plc:j765jihjrchorjueocxugc4v,jayjbird94.bsky.social,2025-11-17T18:15:06.848Z,"Been seeing talk re: how often Vox references su*cide (telling Pent to do it, saying he'll make Charlie do it, ""a rope to swing from""). I'm putting the theory down now that Vox khs after suffering a major humiliation leading to narcissistic collapse. And now humiliation is his Big Fucking Trigger.",https://bsky.app/profile/
at://did:plc:2oby54vl23w3pkvf3aonionv/app.bsky.feed.post/3m625idvcos2t,bafyreigatbvj5uurb3ltcpb3qg2ldiwgrk6mllr2tm62t2hekjsoodqaii,did:plc:2oby54vl23w3pkvf3aonionv,talibkweli.bsky.social,2025-11-20T06:32:32.265Z,I'm not normal. I'm exceptional. Now explain why you are defending a nazi who encourages suicide. Receipts attached.,https://bsky.app/profile/
at://did:plc:ztbw4fkkmqumhnu4tdk5tfdp/app.bsky.feed.post/3m625h6bn4c2p,bafyreig5v7pvdkwe7ojr4yx3s5vjex7tzwtiupldiu7dmoboemzt3r5ewq,did:plc:ztbw4fkkmqumhnu4tdk5tfdp,mariewalsh18.bsky.social,2025-11-20T06:31:52.827Z,"Weeeeell,  I would have 'Taken out Insurance' in case of ""suicide""",https://bsky.app/profile/
at://did:plc:2oby54vl23w3pkvf3aonionv/app.bsky.feed.post/3m6255z6dg22t,bafyreibmq3ftv2v3uvtcnw4gi6aoyld7gob7qazda4eyod6udkkti6jls4,did:plc:2oby54vl23w3pkvf3aonionv,talibkweli.bsky.social,2025-11-20T06:26:45.481Z,@riolu.darkestalleygang.lol is online encouraging hate speech and suicide. Report this demented racist to @moderation.bsky.app today. Receipts attached. Thank you.,https://bsky.app/profile/
at://did:plc:syiwauomn7lzacwjw4ylofn5/app.bsky.feed.post/3m6253dzh4s26,bafyreia4kilth76eazpz3cqv6bwnlc72lj5vqjvwofbtznvzgokbte44hy,did:plc:syiwauomn7lzacwjw4ylofn5,sequoyah1.bsky.social,2025-11-20T06:25:16.200Z,"They'll say he hanged himself. It's a bit hard for him to commit suicide by hanging when your hands and feet are tied behind you. 
Convicted felon.
Nümberg trials.
Epstein Ballroom. 
Release the Epstein Files. 
I am Antifascist.",https://bsky.app/profile/
at://did:plc:ewwyvexnyfcj5qu6xichzsdm/app.bsky.feed.post/3m624s2ug2s2c,bafyreieayy4lgepubr4szcsrriqlgmfxvcdxvij3iommhj7ddkwgp4nxy4,did:plc:ewwyvexnyfcj5qu6xichzsdm,robpilk.com,2025-11-20T06:20:04.605Z,watched Inside Llewyn Davis for the first time in a long time and (post-Coen breakup) its recurring theme of aching for a lost creative partner hit in a way it hasn't before,https://bsky.app/profile/
at://did:plc:xyik5ocqxegej5aw6guhofiz/app.bsky.feed.post/3m624kdkqr22p,bafyreig6qhqy4i66m34i5ghwiwpoc3qndud4qorto24u4s57lbs44zlram,did:plc:xyik5ocqxegej5aw6guhofiz,kakistocracy-usa.bsky.social,2025-11-20T06:15:45.293Z,Anyone actually believe he died by suicide,https://bsky.app/profile/
at://did:plc:yoluxyj2m5d42kj3tyjtmero/app.bsky.feed.post/3m624fdi5vs2n,bafyreigjmxua4ltdjbhb2drhuz5emk2cibykirghrzoigqg5khnr56wa4i,did:plc:yoluxyj2m5d42kj3tyjtmero,nixhaw.bsky.social,2025-11-20T06:12:57.436Z,"The director just opened with a story about a recent experience with a student who was contemplating suicide but was worried about the cost of the funeral for his family.

So.",https://bsky.app/profile/
at://did:plc:6dhsyufqeerbubg5pvghkzzs/app.bsky.feed.post/3m5yyhuicsc2w,bafyreics5cfmzxbiozm2scgc2yuioua4r5j6ktzv6zwuukkwvj5l2uj4vi,did:plc:6dhsyufqeerbubg5pvghkzzs,xofredrosesx.bsky.social,2025-11-19T19:30:07.652Z,"— tell us to k!ll the residents there. He told us that they were working with Samogahier, and that they need to be k!lled.

I did not question it at first, but over time, the more people I k!lled… I began to question myself.

Was this right ? Was I doing the right thing ? 

They look —",https://bsky.app/profile/
at://did:plc:65nk7cqigy6t3re6xrb33hp5/app.bsky.feed.post/3m5xniwf7zc2c,bafyreiammct2cbbxh5sufuvs232br732v36betajnkidnagscqjbp7mkam,did:plc:65nk7cqigy6t3re6xrb33hp5,overlordmarco.bsky.social,2025-11-19T06:41:12.322Z,New Moegi Yukue just dropped.. k*ll*ng myself POSTPONED!!!!,https://bsky.app/profile/
at://did:plc:bx7d5mqljoygxaam2vj67vjy/app.bsky.feed.post/3m5xegcvp6225,bafyreieojuv5cblcrorv43bl5nurfm2kuklx2dsrwiobwmerhfk7vll7si,did:plc:bx7d5mqljoygxaam2vj67vjy,jennieon.bsky.social,2025-11-19T03:58:41.105Z,Rn my life be like ooo aaa but my brain be like can I still get into heaven if I k*ll myself,https://bsky.app/profile/
at://did:plc:lybz5mpqps6mwbeddfxyfojw/app.bsky.feed.post/3m5x56qctsk2z,bafyreibnytkjz53xy2kin3amibhtljlx4fijr2qgrevzqsjgsg5mkxugi4,did:plc:lybz5mpqps6mwbeddfxyfojw,sublimeobitus.bsky.social,2025-11-19T01:49:10.537Z,〝 Now I wanna k!ll myself. 〞,https://bsky.app/profile/
at://did:plc:22x7hp3insspucrfqjplzqpn/app.bsky.feed.post/3m5wr2bf5cc2s,bafyreiacyolmztufr632y34rq2ulihfkyczqzwm42y4gusydvzhlyd3vci,did:plc:22x7hp3insspucrfqjplzqpn,eunoialiora.bsky.social,2025-11-18T22:11:55.766Z,"You'd be shocked how many people think I should stop my life saving medication. Im on this medication because i'd be dead without it. My insurance pays $40,000 a year for this because i'd die without it. Telling me to stop it is like telling me to k*ll myself.",https://bsky.app/profile/
at://did:plc:3bfttnpnrj66tn2zxzuogues/app.bsky.feed.post/3m5vorlnnvk25,bafyreigdegpgrio2c2h6fx66l3q7d2ejbrwzrtybp773pwfe44k7gzscka,did:plc:3bfttnpnrj66tn2zxzuogues,ritu-al.needs.church,2025-11-18T11:58:37.318Z,my qualifications to work a remote job: i have a computer and also will k*ll myself if they don’t hire me,https://bsky.app/profile/
at://did:plc:nayoum4pj2llr3horwpaftxa/app.bsky.feed.post/3m5vl2isp622p,bafyreib5encgxvsr6peoe7l5vikwvg2jmtxg7xg2xw6qvvrscwtfeqiwqm,did:plc:nayoum4pj2llr3horwpaftxa,pilaf.gay,2025-11-18T10:52:01.360Z,if i biffed an illustration so hard that all of my contemporaries decided to redraw it better as a fun little challenge amongst themselves i would simply k*ll myself,https://bsky.app/profile/
at://did:plc:5nmvj677ryasniuhmcqmzqz7/app.bsky.feed.post/3m624wszqgc2j,bafyreifqzxlb6z442pabyi5h7k2bdvpcpfdpiarxdxfobpfde2uz4y2weu,did:plc:5nmvj677ryasniuhmcqmzqz7,bastique.com,2025-11-20T06:22:44.157Z,"I hope this doesn't turn into a ""some people were mean to me and told me to kill myself so I'm radicalizing to the right now"" situation.",https://bsky.app/profile/
at://did:plc:xa3xfcxqzgi7bkhskrpcafy6/app.bsky.feed.post/3m624imlops2r,bafyreicppyaz4qz444rbv3sfpbtthnkjenirloqhblhfciqxz44rl5psbe,did:plc:xa3xfcxqzgi7bkhskrpcafy6,dogofperseverance.bsky.social,2025-11-20T06:14:47.652Z,"OOC. 

I have to kill myself /pos",https://bsky.app/profile/
at://did:plc:ntjqkq7dnryedboki5u3ey5c/app.bsky.feed.post/3m623ezvp3s2v,bafyreia54zyfphp6lziyfwxb2lv2hlxxbvpempt6qus3ykneysztei3cim,did:plc:ntjqkq7dnryedboki5u3ey5c,tomscud.bsky.social,2025-11-20T05:54:53.652Z,god I hate driving; 100 percent convinced im going to kill myself or someone else every time I get above 30 mph.,https://bsky.app/profile/
at://did:plc:xbu3gvuye727azkobro2v3xf/app.bsky.feed.post/3m6225gzc4s2x,bafyreihnjthl2am43va4xrojk2f3hmdcjtpx4h76nwnvl5am3llpcwfjlm,did:plc:xbu3gvuye727azkobro2v3xf,housingprovider.bsky.social,2025-11-20T05:32:45.223Z,alright time to kill myself,https://bsky.app/profile/
at://did:plc:gcmaikcrbsfptesvcz33chpb/app.bsky.feed.post/3m5zzzsghfs2f,bafyreidarccgggfyb6uyv2jwl2vtp4txohbil7j5topelwl4xehoqyniru,did:plc:gcmaikcrbsfptesvcz33chpb,ironmat98.bsky.social,2025-11-20T05:30:42.969Z,"The way I'd kill myself just to get her back

The way I'd hang myself if it means making her happy

The way I'd kill him if it means going back to her",https://bsky.app/profile/
at://did:plc:nqasts3y7blk55pur7yq6ego/app.bsky.feed.post/3m5zzgmfqmk2h,bafyreie5gpkwfponid7lj2sblr2nwvb3he7wvytgh5r76rr33eqwwuq2fm,did:plc:nqasts3y7blk55pur7yq6ego,ghostoffrankdrebin.bsky.social,2025-11-20T05:19:59.122Z,"Point out my harassment of anyone in this entire thread of nonsense.

Keep in mind I’ve been told to kill myself and been called a rapist.",https://bsky.app/profile/
at://did:plc:2vu2pmh2ql7edy7ncb45az76/app.bsky.feed.post/3m5zz477m5c2n,bafyreifreirvribqmvcczyofu6jrutqiztkvgqysauyiuokfoh2yocth6m,did:plc:2vu2pmh2ql7edy7ncb45az76,matthphotography.bsky.social,2025-11-20T05:14:09.737Z,God bless my precious grandma. Her name is Anita and she is 94 and on the decline. I suspect she won’t live to see next year. It’s been so hard on me and mom (and we’re ok now) but these two (and Jason/Jake/Kam) are my only family. Dad’s side shunned me for trying to kill myself basically and…,https://bsky.app/profile/
at://did:plc:ieuo56jh5gorpsopgffmqhlg/app.bsky.feed.post/3m625evw3hc26,bafyreihut7lfzzl7q3636ei4dg6o2az4zed4yn7bcohradl24zjavmt43q,did:plc:ieuo56jh5gorpsopgffmqhlg,kabutomushii.bsky.social,2025-11-20T06:30:36.944Z,"dissapointing 💔
#slitsky #shbsky #selfharm #sh",https://bsky.app/profile/
at://did:plc:5rhi5d3rcyolkjlxjh6uihbc/app.bsky.feed.post/3m625cpfy5c2v,bafyreicfzbbes4qzki6k5wrtvbvpmktcrp6i7ptp43irrrogujfbwfmlwy,did:plc:5rhi5d3rcyolkjlxjh6uihbc,b-herbstfeder.bsky.social,2025-11-20T06:29:23.026Z,"王国の話してたけど。
支部を探すと私のSH二次創作出てくる。",https://bsky.app/profile/
at://did:plc:ieuo56jh5gorpsopgffmqhlg/app.bsky.feed.post/3m625arp2us26,bafyreiazo75c4dzickwhyh3y7urd5dyjcxnabef3qeftyp5ozzalsyk6iu,did:plc:ieuo56jh5gorpsopgffmqhlg,kabutomushii.bsky.social,2025-11-20T06:28:18.303Z,i bled so little from styros today 😭😭 im usually such a bleeder this is how i find out im dehydrated #sh #shbsky #slitsky #selfharm,https://bsky.app/profile/
at://did:plc:soyuie6gwdm5atqmceocalvi/app.bsky.feed.post/3m624q7mbck26,bafyreiensyb6dyexggsmirjkc2adw4b3js3q2g6lag6x6nkfg3z36gaeo4,did:plc:soyuie6gwdm5atqmceocalvi,bluewave1906.bsky.social,2025-11-20T06:19:02.444Z,Support Democracy Support Democrats OR Repeat all this sh*t that we are going through,https://bsky.app/profile/
at://did:plc:fnyg7pgqm3dlvc243owbcngf/app.bsky.feed.post/3m624iyu3ec2i,bafyreigullxddhzmb6v7tvbdqohlmpx3jfe4wn7xbeco4l6sun3m65xiq4,did:plc:fnyg7pgqm3dlvc243owbcngf,gibger28.bsky.social,2025-11-20T06:15:00.509Z,people adopting Hinako into the SH fandom so fast and so hard that made Alex Shepherd look abandoned,https://bsky.app/profile/
at://did:plc:ftoyuefhyavafg7ut7ngtsdq/app.bsky.feed.post/3m6242z57fk2n,bafyreifv3k26yp2fsriybed5mflepu3iunlxofxmvnsikiw42he7qzyfxy,did:plc:ftoyuefhyavafg7ut7ngtsdq,lilachshtein.bsky.social,2025-11-20T06:07:11.046Z,"זו התוכנית, לא? להציף את כל החרא, כך שיהיה אפשר להדביק את זה לכולם. ואז, אם כולם full of sh**, הוא לא יותר נורא.",https://bsky.app/profile/
at://did:plc:voa5jj4mjj2u76o7cp6qanjz/app.bsky.feed.post/3m623rxhkfn2c,bafyreibzi74dhln5pd6o7ajs7yj55edze3llfznyapwwv6m63sjmxgb4ou,did:plc:voa5jj4mjj2u76o7cp6qanjz,educativ.bsky.social,2025-11-20T01:02:07.207-05:00,FinOps OPEX Intern- SH - Shanghai Job educativ.net/jobs/job/48889...,https://bsky.app/profile/
at://did:plc:thoowazhh4qehwgeec45ber6/app.bsky.feed.post/3m6255ubnqk2m,bafyreif6gdvkof4b6j2vvlwjtjui35sgzzrnmurspr4hrzoqxqc7mdopfu,did:plc:thoowazhh4qehwgeec45ber6,captainsidecar.bsky.social,2025-11-20T06:26:40.354Z,"I want rid of gambling ads, not so much from any ethical/social harm motivation, but because they're fucking everywhere, and because the whole forced blokey-jokey nature of them makes me want to set about the fucking ad agencies making them with my biggest, gnarliest splitting maul.",https://bsky.app/profile/
